1.75,57
1.75,75
1.7,66
1.7,65
1.73,75
1.6,69
1.79,81
1.74,80
1.65,69
1.62,57
1.72,58
1.69,57
1.75,80
1.8,126
1.72,83
1.68,68.5
1.53,45
1.7,73
1.75,81
1.7,100
1.75,83
